,trans_date_trans_time,category,amt,city,state,lat,long,city_pop,dob,merch_lat,merch_long,gender
96564,2019-08-14 17:54:13,home,89.64,Centerview,MO,38.7897,-93.8702,2368,1989-07-17,38.572887,-93.983677,
92607,2019-08-06 21:18:26,kids_pets,137.5,Broomfield,CO,39.8854,-105.1139,92337,1967-10-18,39.633345,-106.031579,
169507,2019-12-30 23:50:24,home,205.61,Honokaa,HI,20.0827,-155.488,4878,1966-12-03,20.950952,-154.981885,
253026,2020-07-20 11:39:45,grocery_pos,98.59,Westerville,NE,41.4193,-99.3844,73,1935-02-10,41.949727,-100.28224,F
69081,2019-06-22 17:05:30,home,77.71,Riverton,WY,43.0351,-108.2024,19408,1993-09-11,43.125853,-109.168071,
127611,2019-10-23 05:28:09,gas_transport,77.01,Howells,NE,41.6964,-96.9858,1063,1928-04-02,42.324972,-97.496962,
47798,2019-05-09 17:13:37,home,14.05,Riverton,WY,43.0351,-108.2024,19408,1993-09-11,42.10227,-107.845595,
31418,2019-03-31 04:52:34,grocery_pos,74.47,Louisiana,MO,39.4336,-91.0664,4593,1940-11-11,39.706157,-90.179505,
193336,2020-03-13 08:53:13,gas_transport,67.21,Thompson,UT,38.9999,-109.615,46,1987-04-23,39.201903,-110.540136,
216645,2020-05-08 16:51:41,health_fitness,138.98,North Loup,NE,41.4972,-98.7858,509,1980-09-15,41.653932,-99.310306,
154037,2019-12-13 01:11:49,gas_transport,76.58,Newhall,CA,34.3795,-118.523,34882,1971-04-25,33.903076,-118.179074,
28317,2019-03-23 19:14:57,home,111.02,Grenada,CA,41.6125,-122.5258,589,1945-12-21,41.735474,-122.70789,
128365,2019-10-25 12:57:13,shopping_pos,3.66,Burbank,WA,46.1966,-118.9017,3684,1981-11-29,46.796796,-119.772998,
270140,2020-08-22 12:56:31,home,57.15,Kansas City,MO,38.9621,-94.5959,545147,1987-11-18,39.767673,-93.63511,
225089,2020-05-27 13:45:09,travel,3.18,Espanola,NM,35.9866,-106.0654,18408,1972-07-18,35.10652,-105.941888,
98268,2019-08-18 02:43:01,shopping_pos,7.27,Freedom,WY,43.0172,-111.0292,471,1967-08-02,42.028025,-111.578721,
265890,2020-08-13 16:03:11,personal_care,80.55,Conway,WA,48.34,-122.3456,85,1984-09-01,47.627191,-121.47633,F
204673,2020-04-09 00:51:55,misc_net,65.19,Grenada,CA,41.6125,-122.5258,589,1945-12-21,41.553162,-122.821651,
52649,2019-05-20 19:32:02,travel,9.92,Fields Landing,CA,40.7268,-124.2174,276,1929-05-06,39.768291,-124.142001,
307563,2020-11-17 02:28:37,misc_net,2.95,Fields Landing,CA,40.7268,-124.2174,276,1929-05-06,40.20176,-123.61173,F
114745,2019-09-22 08:52:49,gas_transport,72.29,Moab,UT,38.5677,-109.5271,9772,1989-11-24,39.505536,-109.055092,
237644,2020-06-21 06:32:55,grocery_pos,236.13,Littleton,CO,39.5994,-105.0044,320420,1975-07-31,40.577384,-105.873638,
29353,2019-03-25 17:03:59,personal_care,96.96,Sutherland,NE,41.1558,-101.136,1789,1982-02-11,41.343031,-100.824882,
301651,2020-11-02 23:32:24,travel,1.79,Kansas City,MO,38.9621,-94.5959,545147,1987-11-18,38.333921,-95.066391,F
110163,2019-09-11 16:22:10,food_dining,8.12,Conway,WA,48.34,-122.3456,85,1984-09-01,49.002197,-123.222847,
302422,2020-11-04 17:56:22,food_dining,8.63,Mesa,ID,44.6255,-116.4493,129,1965-12-15,43.878307,-116.518887,M
115274,2019-09-23 05:42:07,grocery_pos,238.14,Independence,MO,39.1412,-94.3515,123373,1992-11-27,40.065454,-94.505707,
1468,2019-01-05 22:11:27,travel,10.0,Carlotta,CA,40.507,-123.9743,1139,1951-01-15,40.538866,-123.471956,
203452,2020-04-06 09:29:06,misc_net,613.08,Westerville,NE,41.4193,-99.3844,73,1935-02-10,41.180214,-100.308304,
158890,2019-12-18 14:47:11,health_fitness,14.61,Paradise Valley,AZ,33.5494,-111.9565,17047,1935-01-29,34.271238000000004,-112.63218700000002,
8265,2019-01-27 18:45:26,food_dining,61.61,Freedom,WY,43.0172,-111.0292,471,1967-08-02,43.652789,-110.735084,
272219,2020-08-25 19:07:29,home,89.67,Lowell,OR,43.92100000000001,-122.7806,1420,1965-11-11,42.962769,-123.029639,F
160991,2019-12-21 14:05:57,home,86.3,Dumont,CO,39.7532,-105.6356,565,1978-08-27,38.779669,-105.842558,
57519,2019-05-31 10:48:49,gas_transport,65.18,Matthews,MO,36.7154,-89.6287,1019,1979-01-26,36.965903,-90.07024200000001,
325710,2020-12-15 01:46:29,misc_pos,266.68,Lowell,OR,43.92100000000001,-122.7806,1420,1965-11-11,44.745116,-122.213507,F
157515,2019-12-16 16:24:50,home,36.52,Sutherland,NE,41.1558,-101.136,1789,1982-02-11,41.371765,-100.861787,
290676,2020-10-06 23:35:42,personal_care,85.68,Meridian,ID,43.6498,-116.4306,84106,1971-02-11,44.031247,-116.11569,F
3247,2019-01-11 08:39:00,gas_transport,49.77,Ballwin,MO,38.577,-90.5255,92608,2001-07-26,38.767324,-89.70000300000001,
319598,2020-12-07 20:31:51,home,90.87,Meadville,MO,39.7795,-93.3014,964,1974-12-23,39.595409,-93.581852,M
304830,2020-11-10 11:34:01,gas_transport,67.96,Lakeport,CA,39.047,-122.9328,11256,1972-10-18,39.828425,-123.577794,F
49963,2019-05-14 11:28:02,gas_transport,44.08,Campbell,NE,40.2967,-98.737,493,1940-09-13,39.638226,-99.164495,
297845,2020-10-25 04:21:49,grocery_pos,169.63,Westerville,NE,41.4193,-99.3844,73,1935-02-10,40.984665,-99.155877,F
156218,2019-12-15 13:33:00,kids_pets,12.4,Vinton,CA,40.0235,-120.7986,128,1966-02-21,39.078498,-120.283457,
165346,2019-12-26 18:32:03,shopping_net,568.16,Superior,AZ,33.2887,-111.0985,2872,1987-10-28,32.911165000000004,-110.251825,
253405,2020-07-20 22:18:53,personal_care,23.91,Corona,CA,33.8419,-117.6043,233717,1966-05-22,33.003993,-117.14531,F
57368,2019-05-31 00:54:01,entertainment,9.16,Freedom,WY,43.0172,-111.0292,471,1967-08-02,43.690291,-110.268897,
304604,2020-11-09 23:54:16,shopping_net,992.77,Phoenix,AZ,33.5623,-112.0559,1312922,1981-10-24,34.475977,-111.927928,F
128103,2019-10-24 16:30:28,shopping_pos,4.0,Sacramento,CA,38.5662,-121.3286,757530,1979-04-30,38.916532,-120.87261,
254586,2020-07-23 02:26:03,shopping_net,7.21,Westerville,NE,41.4193,-99.3844,73,1935-02-10,42.38278,-99.538843,F
235525,2020-06-16 13:32:11,misc_pos,572.81,Moab,UT,38.5677,-109.5271,9772,1989-11-24,37.624496,-109.363945,
49585,2019-05-13 13:20:56,food_dining,57.13,Fort Washakie,WY,43.0048,-108.8964,1645,1976-02-26,43.361419,-109.550065,
188746,2020-03-02 03:43:50,entertainment,1.13,Stayton,OR,44.8021,-122.7624,9587,1968-03-24,45.052331,-122.212776,
171515,2020-01-05 21:49:58,entertainment,79.36,Fields Landing,CA,40.7268,-124.2174,276,1929-05-06,41.65526,-123.739281,
334926,2020-12-26 16:53:53,shopping_pos,5.4,Sutherland,NE,41.1558,-101.136,1789,1982-02-11,41.192716,-101.458746,F
72777,2019-06-29 21:33:54,kids_pets,52.51,Daly City,CA,37.6787,-122.478,107941,1991-10-04,37.66215,-122.474838,
135351,2019-11-10 19:27:53,health_fitness,78.82,Fort Washakie,WY,43.0048,-108.8964,1645,1976-02-26,43.564764,-109.059478,
121742,2019-10-08 22:59:57,health_fitness,183.14,Westfir,OR,43.7575,-122.481,597,1961-05-19,43.078395,-122.590224,
228748,2020-06-03 14:54:22,kids_pets,73.17,Sixes,OR,42.825,-124.4409,217,1928-10-01,42.699664,-124.663815,
43626,2019-04-29 06:02:24,gas_transport,60.24,Norwalk,CA,33.9056,-118.0818,105549,1973-09-22,33.922554,-118.92506000000002,
319791,2020-12-07 23:24:59,personal_care,99.86,Humboldt,AZ,34.5189,-112.2523,1179,1955-01-20,34.695086,-113.228967,
236209,2020-06-17 22:45:06,home,98.75,Carroll,NE,42.277,-97.1926,566,1975-01-26,42.686448,-97.798634,
104631,2019-08-30 13:31:50,misc_pos,5.87,Thompson,UT,38.9999,-109.615,46,1987-04-23,39.026706,-110.053703,
239531,2020-06-24 00:55:11,grocery_pos,37.21,Norwalk,CA,33.9056,-118.0818,105549,1973-09-22,34.775796,-118.703075,M
243683,2020-07-02 13:26:57,shopping_net,7.23,Arnold,MO,38.4305,-90.387,35439,1985-03-31,38.230516,-90.854461,
161663,2019-12-22 04:32:18,gas_transport,71.09,Manville,WY,42.73,-104.7024,241,1980-12-16,42.822646,-104.560235,
26425,2019-03-18 18:15:39,entertainment,167.86,Laramie,WY,41.4247,-105.4781,35371,1988-09-02,40.573623,-106.395566,
46633,2019-05-06 12:49:04,home,31.58,Monitor,WA,47.4852,-120.4158,584,1969-03-20,48.02015,-119.797034,
14794,2019-02-17 09:58:18,misc_net,8.66,Smith River,CA,41.9404,-124.1587,1930,1983-06-13,42.188082,-123.222194,
317484,2020-12-05 20:04:42,shopping_net,967.36,Glendale,CA,34.1556,-118.2322,172817,1982-07-30,34.965841,-118.066656,M
68173,2019-06-20 18:28:38,kids_pets,48.5,Fiddletown,CA,38.5234,-120.6763,832,1987-05-19,37.991311,-121.515351,
182315,2020-02-09 18:17:16,kids_pets,4.88,Rocky Mount,MO,38.2911,-92.7059,1847,1988-10-26,39.11483,-92.025174,
97095,2019-08-15 21:34:08,personal_care,15.13,Newhall,CA,34.3795,-118.523,34882,1971-04-25,35.051828,-118.71377,
7586,2019-01-25 05:01:46,grocery_pos,81.57,Sacramento,CA,38.5662,-121.3286,757530,1979-04-30,39.492529,-120.85626299999998,
136855,2019-11-14 19:46:18,personal_care,86.1,Sutherland,NE,41.1558,-101.136,1789,1982-02-11,41.237679,-100.194551,
333048,2020-12-23 15:49:57,shopping_pos,9.38,Red River,NM,36.6659,-105.4694,606,1988-09-06,37.532699,-105.595267,F
233250,2020-06-12 16:03:25,entertainment,6.78,Fullerton,NE,41.36600000000001,-98.0054,1749,1973-05-07,41.807189,-97.497286,
238622,2020-06-22 19:04:09,travel,2.11,Powell Butte,OR,44.2415,-121.0113,2016,1953-12-25,44.850829,-121.417598,F
300782,2020-11-01 09:43:29,gas_transport,46.69,Red River,NM,36.6659,-105.4694,606,1988-09-06,37.205554,-104.63247,F
145818,2019-12-02 14:16:58,food_dining,84.35,Vinton,CA,40.0235,-120.7986,128,1966-02-21,39.08026,-121.391235,
311043,2020-11-25 08:00:04,grocery_pos,163.29,Holstein,NE,40.4542,-98.6538,331,1950-08-19,40.292389,-98.898302,F
199200,2020-03-26 20:12:33,shopping_net,1.58,Orient,WA,48.8878,-118.2105,149,1978-06-21,49.370548,-117.715418,
117666,2019-09-29 09:13:35,misc_pos,13.8,Scotts Mills,OR,44.9897,-122.6187,1252,1937-02-06,44.32711,-122.915436,
168952,2019-12-30 13:43:00,entertainment,10.11,Napa,CA,38.4549,-122.2564,94014,1985-08-21,37.585044,-121.607231,
206654,2020-04-13 22:30:53,health_fitness,2.11,Thompson,UT,38.9999,-109.615,46,1987-04-23,38.153433,-109.777848,
210664,2020-04-23 19:26:35,kids_pets,57.47,Parker Dam,CA,34.298,-114.156,126,1992-10-07,33.614940999999995,-114.686673,
125993,2019-10-19 18:55:47,food_dining,200.11,Portland,OR,45.5303,-122.7033,841711,1963-04-04,45.79583,-123.423891,
246695,2020-07-07 20:42:16,kids_pets,30.99,Conway,WA,48.34,-122.3456,85,1984-09-01,49.022973,-122.596063,F
255325,2020-07-24 20:24:29,kids_pets,278.47,Camden,MO,39.2048,-94.0259,464,1959-05-28,38.38904,-94.844887,M
295562,2020-10-19 11:52:12,gas_transport,79.93,Norwalk,CA,33.9056,-118.0818,105549,1973-09-22,33.2823,-117.760196,M
203268,2020-04-06 00:21:23,grocery_pos,95.51,San Jose,CA,37.3304,-121.7913,973849,1997-01-18,36.920915,-121.091738,
209163,2020-04-20 06:41:44,grocery_net,54.97,Kirtland Afb,NM,35.0203,-106.5503,310,1978-09-30,34.598449,-105.84441499999998,
290907,2020-10-07 19:31:10,travel,498.14,Lonetree,WY,41.0552,-110.1603,49,1981-07-05,40.180925,-110.18435,M
114253,2019-09-21 11:25:46,gas_transport,57.25,Norwalk,CA,33.9056,-118.0818,105549,1973-09-22,34.199037,-117.21065,
294322,2020-10-16 13:00:07,shopping_pos,7.7,Jelm,WY,41.0539,-106.0763,100,1974-04-16,41.624938,-106.26258,F
50739,2019-05-16 21:07:35,home,30.5,Burlington,WA,48.4786,-122.3345,14871,1974-03-10,48.46284,-121.762925,
62622,2019-06-09 21:02:17,entertainment,129.14,Issaquah,WA,47.4974,-122.0107,50489,1984-02-29,46.674805,-121.7844,
35583,2019-04-09 15:54:51,food_dining,62.21,Alva,WY,44.6873,-104.4414,110,1973-05-16,43.882018,-103.509595,
214975,2020-05-04 11:44:04,misc_net,2.48,Tomales,CA,38.2427,-122.9145,337,1954-07-05,38.6244,-122.924467,
96022,2019-08-13 08:12:33,grocery_net,79.24,Colorado Springs,CO,38.8881,-104.6556,525713,1992-05-09,39.765541,-104.092593,
187925,2020-02-27 22:05:20,home,6.62,Redford,MO,37.3272,-91.0243,241,1974-10-27,36.575282,-91.568079,
179391,2020-01-31 18:40:50,health_fitness,125.34,Thompson,UT,38.9999,-109.615,46,1987-04-23,38.024173,-110.330216,
119965,2019-10-05 02:27:21,gas_transport,61.36,Gardiner,OR,43.7857,-124.1437,260,1956-09-01,43.101406,-123.544468,
148088,2019-12-05 18:53:42,home,75.63,Kirk,CO,39.6171,-102.4776,207,1955-12-04,39.446911,-102.174866,
194445,2020-03-15 23:50:53,home,128.98,Valentine,NE,42.8062,-100.6215,4005,1945-03-15,42.454291,-99.911057,
130990,2019-10-31 13:42:27,health_fitness,104.69,San Jose,CA,37.3304,-121.7913,973849,1997-01-18,37.732231,-122.678084,
316740,2020-12-04 18:30:36,shopping_pos,5.86,Sutherland,NE,41.1558,-101.136,1789,1982-02-11,40.904990000000005,-101.326714,F
115736,2019-09-23 23:30:14,health_fitness,19.1,Colorado Springs,CO,38.8881,-104.6556,525713,1992-05-09,38.175746,-104.668339,
31777,2019-03-31 20:05:05,health_fitness,8.04,Phoenix,AZ,33.8155,-112.1202,1312922,1999-11-30,34.385963000000004,-112.371058,
97887,2019-08-17 14:43:15,entertainment,145.78,Ruidoso,NM,33.3305,-105.6933,8874,2000-08-16,32.512159000000004,-105.73813,
147904,2019-12-05 13:46:12,travel,3.42,Lowell,OR,43.92100000000001,-122.7806,1420,1965-11-11,44.503731,-122.585075,
39748,2019-04-20 09:35:39,grocery_pos,142.93,Mound City,MO,40.1362,-95.2138,1631,1953-01-20,39.29475,-94.360343,
288470,2020-10-02 08:15:07,gas_transport,85.69,Holstein,NE,40.4542,-98.6538,331,1950-08-19,40.656272,-98.084376,
209097,2020-04-20 03:09:58,shopping_pos,1.5,Eugene,OR,44.0385,-123.0614,191096,1964-04-06,44.465487,-123.021624,
272020,2020-08-25 13:50:16,shopping_pos,92.93,Tekoa,WA,47.2271,-117.0819,895,1999-05-31,47.61237,-117.576293,M
246827,2020-07-08 02:01:57,grocery_pos,144.08,Sutherland,NE,41.1558,-101.136,1789,1982-02-11,42.125068,-100.86907,F
165315,2019-12-26 17:44:45,home,133.75,Newhall,CA,34.3795,-118.523,34882,1971-04-25,33.947536,-119.408842,
107926,2019-09-06 15:45:25,entertainment,30.21,Napa,CA,38.4549,-122.2564,94014,1985-08-21,38.888832,-121.869865,
298271,2020-10-26 00:41:19,grocery_pos,193.64,American Fork,UT,40.3928,-111.7941,42384,1992-12-29,40.064817,-111.561295,F
110903,2019-09-13 18:23:37,entertainment,19.89,Mendon,UT,41.71,-111.9817,2078,1963-06-13,41.697124,-112.176326,
214752,2020-05-03 23:19:35,kids_pets,70.26,Aurora,CO,39.6662,-104.835,389246,1969-12-12,39.022212,-104.180847,
280098,2020-09-12 10:50:38,grocery_net,43.06,Napa,CA,38.4549,-122.2564,94014,1985-08-21,38.152785,-123.048928,
126305,2019-10-20 09:07:59,grocery_pos,150.55,Powell Butte,OR,44.2415,-121.0113,2016,1953-12-25,44.9309,-121.228396,
157036,2019-12-16 05:29:50,shopping_net,8.9,Wales,AK,64.7556,-165.6723,145,1939-11-09,64.141867,-164.821795,
117542,2019-09-29 03:08:24,grocery_net,20.0,Tekoa,WA,47.2271,-117.0819,895,1999-05-31,46.463919,-116.443706,
125084,2019-10-17 11:39:51,grocery_pos,193.79,Independence,MO,39.1412,-94.3515,123373,1992-11-27,39.351426,-94.474397,
45322,2019-05-03 22:24:57,home,1.73,Orient,WA,48.8878,-118.2105,149,1978-06-21,48.61648,-118.787579,
164211,2019-12-24 22:07:38,food_dining,77.7,Albuquerque,NM,35.1506,-106.569,641349,1976-04-11,34.633236,-106.003687,
13836,2019-02-13 14:21:14,shopping_net,6.49,Rocky Mount,MO,38.2911,-92.7059,1847,1988-10-26,38.228619,-91.743531,
37146,2019-04-13 22:48:35,home,41.51,June Lake,CA,37.7773,-119.0825,633,1927-09-09,37.72146,-118.247129,
205296,2020-04-10 23:23:30,home,18.76,Lake Oswego,OR,45.4093,-122.6847,42817,1982-05-28,44.458089,-122.413562,
113268,2019-09-18 17:25:24,entertainment,142.41,Vancouver,WA,45.6892,-122.6616,299480,1985-01-02,46.237094,-123.340611,
87496,2019-07-28 14:21:47,shopping_net,3.84,Wheaton,MO,36.7651,-94.0492,760,1985-08-31,36.608952,-93.439796,
35856,2019-04-10 13:09:57,shopping_pos,2.29,Owensville,MO,38.3511,-91.4867,6703,1998-05-20,37.639063,-92.460193,
31300,2019-03-30 23:31:04,food_dining,24.13,Thompson,UT,38.9999,-109.615,46,1987-04-23,38.975435,-109.92158700000002,
10512,2019-02-03 19:07:48,kids_pets,20.93,Weeping Water,NE,40.8731,-96.1528,1517,1951-11-08,41.578341,-95.64793,
215687,2020-05-05 17:35:33,kids_pets,64.12,Broomfield,CO,39.8854,-105.1139,92337,1967-10-18,39.292215,-105.132583,
10643,2019-02-04 03:11:58,shopping_net,5.71,Gardiner,OR,43.7857,-124.1437,260,1956-09-01,44.538912,-123.277157,
14824,2019-02-17 12:12:14,kids_pets,1.28,Manley,NE,40.9207,-96.168,206,1967-10-04,41.384488,-96.210118,
226766,2020-05-31 11:57:09,gas_transport,65.42,Kent,OR,45.0838,-120.6649,60,1942-04-03,44.98877,-120.445078,
266323,2020-08-14 17:03:15,health_fitness,205.21,Kirk,CO,39.6171,-102.4776,207,1955-12-04,39.087019,-102.521275,M
117775,2019-09-29 14:29:32,entertainment,167.37,Hawthorne,CA,33.9143,-118.3493,93193,1995-04-19,33.446719,-117.402363,
143255,2019-11-30 02:57:54,grocery_pos,318.71,Seattle,WA,47.6633,-122.3022,837792,1957-04-20,48.267284,-123.16986,
322759,2020-12-11 21:09:45,shopping_net,8.19,Orient,WA,48.8878,-118.2105,149,1978-06-21,48.919088,-118.064871,F
29366,2019-03-25 17:22:13,health_fitness,53.18,Kansas City,MO,38.9621,-94.5959,545147,1987-11-18,38.920273,-93.697102,
34402,2019-04-07 07:17:34,grocery_pos,134.14,Westerville,NE,41.4193,-99.3844,73,1935-02-10,40.639217,-99.832104,
121234,2019-10-07 13:24:59,entertainment,35.37,Tomales,CA,38.2427,-122.9145,337,1954-07-05,38.18896,-122.310394,
329120,2020-12-19 18:13:21,kids_pets,53.02,Fort Washakie,WY,43.0048,-108.8964,1645,1976-02-26,42.424013,-108.33093,M
313381,2020-11-30 15:32:46,misc_pos,44.72,Tekoa,WA,47.2271,-117.0819,895,1999-05-31,47.534522,-117.105993,M
219233,2020-05-14 19:52:52,health_fitness,14.76,Sprague,NE,40.6267,-96.7456,142,1967-08-24,39.906251,-96.157561,
259821,2020-08-02 17:33:27,travel,2.82,Gardiner,OR,43.7857,-124.1437,260,1956-09-01,43.104282,-123.687601,F
138708,2019-11-18 15:17:49,kids_pets,167.65,Luray,MO,40.4931,-91.8912,519,1966-02-13,40.215094,-91.654899,
174825,2020-01-17 00:57:43,gas_transport,82.12,Helm,CA,36.4992,-120.0936,123,1973-02-07,36.257387,-120.717216,
80635,2019-07-14 19:35:09,home,56.35,Napa,CA,38.4549,-122.2564,94014,1985-08-21,37.82669,-122.433321,
330696,2020-12-21 09:09:32,gas_transport,73.31,Iliff,CO,40.7692,-103.0968,648,1969-09-21,41.018767,-102.630017,M
130290,2019-10-29 02:35:02,misc_net,362.81,Redford,MO,37.3272,-91.0243,241,1974-10-27,37.705085,-91.712835,
331268,2020-12-21 19:57:02,shopping_pos,16.71,Burlington,WA,48.4786,-122.3345,14871,1974-03-10,48.816066,-122.043565,F
212701,2020-04-28 12:59:59,health_fitness,66.99,Independence,MO,39.1412,-94.3515,123373,1992-11-27,39.85729,-95.207018,
66789,2019-06-17 14:08:21,misc_net,2.26,San Jose,CA,37.3304,-121.7913,973849,1997-01-18,37.803091,-121.657454,
303804,2020-11-08 16:38:35,misc_pos,100.82,Hooper,NE,41.6414,-96.5232,1745,1973-12-26,41.359876,-97.487886,F
307216,2020-11-16 14:12:31,home,15.02,Roseland,NE,40.4591,-98.5551,463,1948-05-31,40.070749,-98.98781,M
309258,2020-11-21 16:26:24,shopping_pos,3.8,Superior,AZ,33.2887,-111.0985,2872,1987-10-28,34.277269,-111.542345,F
308941,2020-11-20 17:44:25,shopping_pos,120.21,Daly City,CA,37.6787,-122.478,107941,1991-10-04,37.182369,-122.401093,F
136914,2019-11-14 22:57:34,shopping_net,1179.39,Hooper,NE,41.6414,-96.5232,1745,1973-12-26,41.149107,-96.976787,
264180,2020-08-10 14:20:00,misc_pos,1.83,Centerview,MO,38.7897,-93.8702,2368,1989-07-17,39.195945,-93.798625,F
103169,2019-08-26 22:03:15,entertainment,88.11,Ravenna,NE,41.0233,-98.9041,2202,1974-06-21,41.300965000000005,-99.081933,
188955,2020-03-02 13:34:26,entertainment,78.64,Sacramento,CA,38.5662,-121.3286,757530,1979-04-30,38.855292,-122.280883,
196087,2020-03-19 08:14:54,grocery_pos,135.8,Fort Washakie,WY,43.0048,-108.8964,1645,1986-02-17,43.359449,-109.007458,
45617,2019-05-04 16:50:19,shopping_net,303.17,Burbank,WA,46.1966,-118.9017,3684,1981-11-29,45.708612,-118.339731,
295256,2020-10-18 19:57:55,shopping_pos,3.0,Moriarty,NM,34.9889,-106.0609,7268,1988-08-04,34.000117,-106.528321,
81320,2019-07-15 21:50:02,kids_pets,107.82,Wheaton,MO,36.7651,-94.0492,760,1985-08-31,35.871686,-94.435883,
73200,2019-06-30 14:31:19,personal_care,9.98,Centerview,MO,38.7897,-93.8702,2368,1989-07-17,38.386809,-93.621026,
102797,2019-08-26 10:18:33,grocery_net,39.13,Hatch,UT,37.7175,-112.4777,258,1961-11-24,36.920769,-112.460573,
151712,2019-12-09 15:46:14,kids_pets,44.67,Daly City,CA,37.6787,-122.478,107941,1991-10-04,37.267819,-121.934649,
307314,2020-11-16 17:27:35,misc_pos,7.58,Hawthorne,CA,33.9143,-118.3493,93193,1995-04-19,33.779311,-118.922206,M
297707,2020-10-24 19:32:20,home,8.37,Issaquah,WA,47.4974,-122.0107,50489,1984-02-29,46.947385,-121.072765,F
177633,2020-01-25 21:39:38,home,203.24,Llano,NM,36.1486,-105.6648,247,1961-10-24,36.468437,-106.577277,
3108,2019-01-10 21:03:38,kids_pets,16.31,Newhall,CA,34.3795,-118.523,34882,1971-04-25,33.89204,-117.59413,
210753,2020-04-24 01:25:29,misc_pos,547.48,Mendon,UT,41.71,-111.9817,2078,1963-06-13,40.894689,-112.37722,
150611,2019-12-08 16:29:55,health_fitness,79.47,Luray,MO,40.4931,-91.8912,519,1966-02-13,41.385433,-91.616775,
221522,2020-05-19 22:41:16,health_fitness,92.79,Woods Cross,UT,40.8874,-111.9027,13983,1979-08-14,39.909636,-112.107763,
26833,2019-03-20 00:08:44,shopping_net,6.53,Mound City,MO,40.1362,-95.2138,1631,1953-01-20,39.868609,-94.418113,
100618,2019-08-22 16:54:37,home,24.24,High Rolls Mountain Park,NM,32.9396,-105.8189,899,1967-08-30,32.190343,-106.477266,
124589,2019-10-15 20:00:42,entertainment,69.35,Meadville,MO,39.7795,-93.3014,964,1974-12-23,39.939129,-93.333354,
54075,2019-05-24 20:14:52,food_dining,90.03,Glendale,CA,34.1556,-118.2322,172817,1982-07-30,34.317003,-117.953446,
217191,2020-05-10 04:43:04,grocery_pos,168.77,Burbank,WA,46.1966,-118.9017,3684,1981-11-29,46.945024,-119.183629,
294810,2020-10-17 21:19:31,health_fitness,77.91,Fort Washakie,WY,43.0048,-108.8964,1645,1986-02-17,43.179526,-109.576647,F
250573,2020-07-15 02:04:39,entertainment,10.14,San Diego,CA,33.0067,-117.069,1241364,1959-08-05,32.035136,-116.518527,M
96,2019-01-01 06:24:47,gas_transport,94.48,Orient,WA,48.8878,-118.2105,149,1978-06-21,49.513555,-117.819653,
100630,2019-08-22 17:40:37,shopping_net,4.1,Thompson,UT,38.9999,-109.615,46,1987-04-23,38.481659,-108.619091,
262989,2020-08-08 18:36:21,travel,568.58,Williamsburg,MO,38.8874,-91.7689,710,1970-09-27,38.62145,-91.359669,M
169405,2019-12-30 21:44:03,personal_care,73.61,Fiddletown,CA,38.5234,-120.6763,832,1987-05-19,38.585243,-121.516307,
141852,2019-11-25 23:49:45,shopping_net,2.8,Centerview,MO,38.7897,-93.8702,2368,1989-07-17,37.967931,-93.985673,
119745,2019-10-04 14:13:05,food_dining,7.45,Tekoa,WA,47.2271,-117.0819,895,1999-05-31,47.090789,-116.795724,
75160,2019-07-04 14:00:32,kids_pets,53.78,Orient,WA,48.8878,-118.2105,149,1978-06-21,49.570982,-117.587984,
327073,2020-12-16 17:38:55,food_dining,2.67,Ballwin,MO,38.577,-90.5255,92608,2001-07-26,37.821057,-91.073871,M
96894,2019-08-15 13:28:04,personal_care,11.43,Paauilo,HI,20.0271,-155.3697,1490,1991-04-13,20.348945,-155.769591,
109989,2019-09-10 23:12:24,health_fitness,51.71,Ruidoso,NM,33.3305,-105.6933,8874,2000-08-16,33.460947,-105.71748999999998,
113019,2019-09-17 20:56:20,health_fitness,191.76,Rocky Mount,MO,38.2911,-92.7059,1847,1988-10-26,38.680932,-93.315886,
189427,2020-03-03 10:58:50,gas_transport,77.51,Rocky Mount,MO,38.2911,-92.7059,1847,1988-10-26,38.837379,-92.892921,
240182,2020-06-25 21:32:47,health_fitness,33.78,Cascade Locks,OR,45.67100000000001,-121.8686,1288,1936-05-01,46.263379,-122.801922,F
29826,2019-03-26 22:41:00,misc_net,7.63,Altonah,UT,40.3207,-110.436,302,1990-01-17,39.932342,-109.896474,
300589,2020-10-31 19:59:36,health_fitness,83.87,Parks,AZ,35.2563,-111.95,759,1957-03-28,34.513641,-112.786332,M
249176,2020-07-13 04:20:56,gas_transport,36.4,Ashford,WA,46.7531,-121.9898,759,1956-09-14,47.656693,-121.749513,F
304151,2020-11-09 07:30:07,gas_transport,59.34,San Jose,CA,37.3304,-121.7913,973849,1997-01-18,36.88134,-121.319613,F
151323,2019-12-09 07:30:22,misc_net,8.16,Luray,MO,40.4931,-91.8912,519,1966-02-13,41.347785,-91.131985,
289280,2020-10-04 11:35:50,misc_net,188.44,Scotts Mills,OR,44.9897,-122.6187,1252,1937-02-06,44.857298,-122.100483,F
190100,2020-03-05 02:25:39,grocery_pos,169.86,Superior,AZ,33.2887,-111.0985,2872,1987-10-28,34.155642,-111.850577,
325750,2020-12-15 03:03:47,gas_transport,47.29,Meredith,CO,39.3199,-106.6596,61,1939-11-04,40.310372,-106.236471,
46964,2019-05-07 00:23:58,misc_net,52.82,Odessa,MO,38.9829,-93.9757,9512,1972-12-31,38.949434,-94.139521,
